,Players,Prev4's,Prev5's,Prev6's,Cur4's,Cur5's,Cur6's,Inc4's,Inc5's,Inc6's,4@1point,5@5point,6@5point,total
83,Alice Fart,0,0,0,0,789,1,0,789,1,0,3945,5,3950
84,UhtredR,0,0,0,2,753,1,2,753,1,2,3765,5,3772
85,DownBubble,0,0,0,2,736,1,2,736,1,2,3680,5,3687
50,didialfeim,0,0,0,0,705,15,0,705,15,0,3525,75,3600
43,TripleP,0,0,0,2,671,28,2,671,28,2,3355,140,3497
15,mirjan,0,0,0,10,557,126,10,557,126,10,2785,630,3425
66,Thos,0,0,0,2,650,6,2,650,6,2,3250,30,3282
16,Wareblade,0,0,0,0,526,120,0,526,120,0,2630,600,3230
47,Boss X,0,0,0,51,597,20,51,597,20,51,2985,100,3136
77,Eragon67,0,0,0,1,574,2,1,574,2,1,2870,10,2881
86,FaFnir,0,0,0,0,553,1,0,553,1,0,2765,5,2770
75,freeze3,0,0,0,0,535,3,0,535,3,0,2675,15,2690
74,tiddabeth,0,0,0,0,524,4,0,524,4,0,2620,20,2640
39,RMonn,0,0,0,0,481,35,0,481,35,0,2405,175,2580
36,Draakir,0,0,0,0,477,37,0,477,37,0,2385,185,2570
38,IronPrice,0,0,0,0,477,36,0,477,36,0,2385,180,2565
37,FreyaMaiden,0,0,0,0,468,37,0,468,37,0,2340,185,2525
31,Maverick,0,0,0,0,426,63,0,426,63,0,2130,315,2445
49,Brooster,0,0,0,0,470,18,0,470,18,0,2350,90,2440
45,Freyyr,0,0,0,0,420,26,0,420,26,0,2100,130,2230
91,RoGue Prince,0,0,0,0,416,0,0,416,0,0,2080,0,2080
87,GooSE,0,0,0,0,407,1,0,407,1,0,2035,5,2040
35,Odr,0,0,0,2,353,43,2,353,43,2,1765,215,1982
60,pembaa,0,0,0,0,367,7,0,367,7,0,1835,35,1870
78,Kaelthas27,0,0,0,3,320,2,3,320,2,3,1600,10,1613
44,AHEGON,0,0,0,0,293,28,0,293,28,0,1465,140,1605
88,Mindaugyno,0,0,0,2,309,1,2,309,1,2,1545,5,1552
54,Daessa,0,0,0,0,250,11,0,250,11,0,1250,55,1305
69,Skipka,0,0,0,0,156,5,0,156,5,0,780,25,805
89,sakis111,0,0,0,0,157,1,0,157,1,0,785,5,790
48,S4TN4AM1R,0,0,0,0,133,20,0,133,20,0,665,100,765
92,SERHAT STARK,0,0,0,0,123,0,0,123,0,0,615,0,615
57,Beha,0,0,0,0,96,9,0,96,9,0,480,45,525
56,Adijjiiiiiii,0,0,0,0,63,10,0,63,10,0,315,50,365
53,trevers,0,0,0,0,59,12,0,59,12,0,295,60,355
79,ANASTASIAs,0,0,0,0,62,2,0,62,2,0,310,10,320
93,HankyDory,0,0,0,0,62,0,0,62,0,0,310,0,310
61,Fyre,0,0,0,0,50,7,0,50,7,0,250,35,285
94,HyoSonMoon,0,0,0,0,52,0,0,52,0,0,260,0,260
95,SinnerLorD,0,0,0,0,52,0,0,52,0,0,260,0,260
80,SireMuch,0,0,0,4,49,2,4,49,2,4,245,10,259
62,Wntrking,0,0,0,0,38,7,0,38,7,0,190,35,225
70,Traksimus,0,0,0,0,16,5,0,16,5,0,80,25,105
96,Qkate,0,0,0,0,19,0,0,19,0,0,95,0,95
